hasIdBycicleParking,description,District,idDistrict,same_as_wikidata_District,PostalAddress,same_as_wikidata_PostalAddress,Neighborhood,same_as_wikidata_Neighborhood,idNeighborhood,state,installDate
457808,SITUADO APARCABICICLETAS - Pz. SAN MARTIN Nº1,Centro,1,https://wikidata.org/entity/Q1763376,Plaza San Martín,https://wikidata.org/entity/Q6079805,Sol,https://wikidata.org/entity/Q2465181,16,1,
457812,SITUADO APARCABICICLETAS - Pz. SAN MARTIN Nº5,Centro,1,https://wikidata.org/entity/Q1763376,Plaza San Martín,https://wikidata.org/entity/Q6079805,Sol,https://wikidata.org/entity/Q2465181,16,1,
457815,SITUADO APARCABICICLETAS - Pz. ISABEL II Nº6,Centro,1,https://wikidata.org/entity/Q1763376,Plaza de Isabel II,https://wikidata.org/entity/Q38506871,Palacio,https://wikidata.org/entity/Q2136510,11,1,
4704605,Situado aparcabicicletas,Hortaleza,16,https://wikidata.org/entity/Q1928529,"CARRETERA ESTACION DE HORTALEZA, 18",,Pinar del Rey,https://wikidata.org/entity/Q10349788,164,1,2013-01-03T00:00:00Z
4704606,Situado aparcabicicletas,Hortaleza,16,https://wikidata.org/entity/Q1928529,"CALLE CARRION DE LOS CONDES, 21",,Apóstol Santiago,https://wikidata.org/entity/Q11906303,165,1,2013-01-03T00:00:00Z
457818,SITUADO APARCABICICLETAS - Pz. ISABEL II Nº8,Centro,1,https://wikidata.org/entity/Q1763376,Plaza de Isabel II,https://wikidata.org/entity/Q38506871,Palacio,https://wikidata.org/entity/Q2136510,11,1,
457820,SITUADO APARCABICICLETAS - C/ VERGARA Nº3,Centro,1,https://wikidata.org/entity/Q1763376,"Calle de Vergara, Madrid",https://wikidata.org/entity/Q29004234,Palacio,https://wikidata.org/entity/Q2136510,11,1,
4704607,Situado aparcabicicletas,Hortaleza,16,https://wikidata.org/entity/Q1928529,"CALLE ROCIO JURADO, 44",,Valdefuentes,https://wikidata.org/entity/Q10388714,166,1,2013-01-03T00:00:00Z
457823,SITUADO APARCABICICLETAS - C/ SANTA CLARA Nº1,Centro,1,https://wikidata.org/entity/Q1763376,Calle Santa Clara,https://wikidata.org/entity/Q66309888,Palacio,https://wikidata.org/entity/Q2136510,11,1,
4704608,Situado aparcabicicletas,Hortaleza,16,https://wikidata.org/entity/Q1928529,"Avenida de las Fuerzas Armadas, Madrid",https://wikidata.org/entity/Q29353164,Valdefuentes,https://wikidata.org/entity/Q10388714,166,1,2013-01-03T00:00:00Z
4704609,Situado aparcabicicletas,Hortaleza,16,https://wikidata.org/entity/Q1928529,"CALLE HERMANOS GASCON, 76",,Valdefuentes,https://wikidata.org/entity/Q10388714,166,1,2013-01-03T00:00:00Z
457830,SITUADO APARCABICICLETAS - C/ MAYOR Nº86,Centro,1,https://wikidata.org/entity/Q1763376,Calle Mayor,https://wikidata.org/entity/Q1149052,Palacio,https://wikidata.org/entity/Q2136510,11,1,
4704610,Situado aparcabicicletas,Hortaleza,16,https://wikidata.org/entity/Q1928529,"CALLE MAESTRA DOLORES MARCO, 10",,Valdefuentes,https://wikidata.org/entity/Q10388714,166,1,2013-01-03T00:00:00Z
457832,SITUADO APARCABICICLETAS - C/ MAYOR Nº83,Centro,1,https://wikidata.org/entity/Q1763376,Calle Mayor,https://wikidata.org/entity/Q1149052,Palacio,https://wikidata.org/entity/Q2136510,11,1,
4704611,Situado aparcabicicletas,Hortaleza,16,https://wikidata.org/entity/Q1928529,"CALLE JUAN DANIEL FULLAONDO, 15",,Valdefuentes,https://wikidata.org/entity/Q10388714,166,1,2013-01-03T00:00:00Z
4704612,Situado aparcabicicletas,Hortaleza,16,https://wikidata.org/entity/Q1928529,"Avenida de las Fuerzas Armadas, Madrid",https://wikidata.org/entity/Q29353164,Valdefuentes,https://wikidata.org/entity/Q10388714,166,1,2013-01-03T00:00:00Z
457833,SITUADO APARCABICICLETAS - C/ SEGOVIA Nº75,Centro,1,https://wikidata.org/entity/Q1763376,calle de Segovia,https://wikidata.org/entity/Q8255505,Palacio,https://wikidata.org/entity/Q2136510,11,1,
457834,SITUADO APARCABICICLETAS - C/ BAILEN Nº41,Centro,1,https://wikidata.org/entity/Q1763376,calle de Bailén,https://wikidata.org/entity/Q5740811,Palacio,https://wikidata.org/entity/Q2136510,11,1,
457837,SITUADO APARCABICICLETAS - CARRERA SAN FRANCISCO Nº6,Centro,1,https://wikidata.org/entity/Q1763376,carrera de San Francisco,https://wikidata.org/entity/Q24526469,Palacio,https://wikidata.org/entity/Q2136510,11,1,
4704613,Situado aparcabicicletas,Hortaleza,16,https://wikidata.org/entity/Q1928529,"Calle de Francisco Umbral, Madrid",https://wikidata.org/entity/Q29353398,Valdefuentes,https://wikidata.org/entity/Q10388714,166,1,2013-01-03T00:00:00Z
457844,SITUADO APARCABICICLETAS - Pz. PUERTA DE MOROS Nº5,Centro,1,https://wikidata.org/entity/Q1763376,Fuente de la plaza de Puerta de Moros,https://wikidata.org/entity/Q28502422,Palacio,https://wikidata.org/entity/Q2136510,11,1,
457845,SITUADO APARCABICICLETAS - Pz. DE LA PAJA Nº3,Centro,1,https://wikidata.org/entity/Q1763376,"PLAZA PAJA, 3",,Palacio,https://wikidata.org/entity/Q2136510,11,1,
4704614,Situado aparcabicicletas,Hortaleza,16,https://wikidata.org/entity/Q1928529,"Calle de Francisco Umbral, Madrid",https://wikidata.org/entity/Q29353398,Valdefuentes,https://wikidata.org/entity/Q10388714,166,1,2013-01-03T00:00:00Z
457848,SITUADO APARCABICICLETAS - Pz. CRUZ VERDE Nº1,Centro,1,https://wikidata.org/entity/Q1763376,"PLAZA CRUZ VERDE, 1",,Palacio,https://wikidata.org/entity/Q2136510,11,1,
4704615,Situado aparcabicicletas,Hortaleza,16,https://wikidata.org/entity/Q1928529,"CALLE PROVISIONAL CARCAVAS OESTE UNO, 18",,Valdefuentes,https://wikidata.org/entity/Q10388714,166,1,2013-01-03T00:00:00Z
457850,SITUADO APARCABICICLETAS - C/ SEGOVIA Nº11,Centro,1,https://wikidata.org/entity/Q1763376,calle de Segovia,https://wikidata.org/entity/Q8255505,Palacio,https://wikidata.org/entity/Q2136510,11,1,
457853,SITUADO APARCABICICLETAS - C/ SAN BRUNO Nº6,Centro,1,https://wikidata.org/entity/Q1763376,"Calle de San Bruno, Madrid",https://wikidata.org/entity/Q54165130,Palacio,https://wikidata.org/entity/Q2136510,11,1,
457854,SITUADO APARCABICICLETAS - C/ SAN BRUNO Nº7,Centro,1,https://wikidata.org/entity/Q1763376,"Calle de San Bruno, Madrid",https://wikidata.org/entity/Q54165130,Palacio,https://wikidata.org/entity/Q2136510,11,1,
457856,SITUADO APARCABICICLETAS - C/ CONDE DE ROMANONES Nº2,Centro,1,https://wikidata.org/entity/Q1763376,"Calle del Conde de Romanones, Madrid",https://wikidata.org/entity/Q28026494,Embajadores,https://wikidata.org/entity/Q2449844,12,1,
4704616,Situado aparcabicicletas,Hortaleza,16,https://wikidata.org/entity/Q1928529,"CALLE PROVISIONAL CARCAVAS OESTE UNO, 38",,Valdefuentes,https://wikidata.org/entity/Q10388714,166,1,2013-01-03T00:00:00Z
457858,SITUADO APARCABICICLETAS - Pz. PROVINCIA Nº3,Centro,1,https://wikidata.org/entity/Q1763376,"PLAZA PROVINCIA, 3",,Sol,https://wikidata.org/entity/Q2465181,16,1,
4704617,Situado aparcabicicletas,Hortaleza,16,https://wikidata.org/entity/Q1928529,"CALLE PROVISIONAL CARCAVAS OESTE UNO, 70",,Valdefuentes,https://wikidata.org/entity/Q10388714,166,1,2013-01-03T00:00:00Z
457865,SITUADO APARCABICICLETAS - C/ DOCTOR CORTEZO Nº4,Centro,1,https://wikidata.org/entity/Q1763376,calle del Doctor Cortezo,https://wikidata.org/entity/Q28031508,Embajadores,https://wikidata.org/entity/Q2449844,12,1,
457870,SITUADO APARCABICICLETAS - Pz. SANTA ANA Nº15,Centro,1,https://wikidata.org/entity/Q1763376,Mercado Central (Santa Ana),https://wikidata.org/entity/Q6010427,Cortes,https://wikidata.org/entity/Q2535637,13,1,
4704618,Situado aparcabicicletas,Hortaleza,16,https://wikidata.org/entity/Q1928529,"CALLE PROVISIONAL CARCAVAS OESTE UNO, 100",,Valdefuentes,https://wikidata.org/entity/Q10388714,166,1,2013-01-03T00:00:00Z
457871,SITUADO APARCABICICLETAS - C/ SANTA ISABEL Nº10,Centro,1,https://wikidata.org/entity/Q1763376,calle de Santa Isabel,https://wikidata.org/entity/Q2882669,Embajadores,https://wikidata.org/entity/Q2449844,12,1,
457872,SITUADO APARCABICICLETAS - C/ LAVAPIES Nº21,Centro,1,https://wikidata.org/entity/Q1763376,Calle de Lavapiés,https://wikidata.org/entity/Q19969082,Embajadores,https://wikidata.org/entity/Q2449844,12,1,
457873,SITUADO APARCABICICLETAS - C/ CARLOS ARNICHES Nº5,Centro,1,https://wikidata.org/entity/Q1763376,"Calle de Carlos Arniches, Madrid",https://wikidata.org/entity/Q25410886,Embajadores,https://wikidata.org/entity/Q2449844,12,1,
457874,SITUADO APARCABICICLETAS - GTA. PUERTA DE TOLEDO Nº1,Centro,1,https://wikidata.org/entity/Q1763376,"GLORIETA PUERTA DE TOLEDO, 1",,Embajadores,https://wikidata.org/entity/Q2449844,12,1,
457875,SITUADO APARCABICICLETAS - C/ PALOMA Nº39,Centro,1,https://wikidata.org/entity/Q1763376,Calle Paloma,https://wikidata.org/entity/Q106977805,Palacio,https://wikidata.org/entity/Q2136510,11,1,
457876,SITUADO APARCABICICLETAS - GTA. EMBAJADORES Nº1,Centro,1,https://wikidata.org/entity/Q1763376,"GLORIETA EMBAJADORES, 1",,Embajadores,https://wikidata.org/entity/Q2449844,12,1,
457877,SITUADO APARCABICICLETAS - RONDA DE VALENCIA Nº2,Centro,1,https://wikidata.org/entity/Q1763376,Ronda de Valencia,https://wikidata.org/entity/Q16626200,Embajadores,https://wikidata.org/entity/Q2449844,12,1,
457878,SITUADO APARCABICICLETAS - C/ VALENCIA Nº30,Centro,1,https://wikidata.org/entity/Q1763376,calle de Valencia,https://wikidata.org/entity/Q26810468,Embajadores,https://wikidata.org/entity/Q2449844,12,1,
457879,SITUADO APARCABICICLETAS - C/ SANTA ISABEL Nº57,Centro,1,https://wikidata.org/entity/Q1763376,calle de Santa Isabel,https://wikidata.org/entity/Q2882669,Embajadores,https://wikidata.org/entity/Q2449844,12,1,
457880,SITUADO APARCABICICLETAS - C/ SANTA ISABEL Nº53,Centro,1,https://wikidata.org/entity/Q1763376,calle de Santa Isabel,https://wikidata.org/entity/Q2882669,Embajadores,https://wikidata.org/entity/Q2449844,12,1,
457881,SITUADO APARCABICICLETAS - RONDA DE ATOCHA Nº2,Centro,1,https://wikidata.org/entity/Q1763376,Ronda de Atocha,https://wikidata.org/entity/Q26831149,Embajadores,https://wikidata.org/entity/Q2449844,12,1,
457882,SITUADO APARCABICICLETAS - C/ SANTA ISABEL Nº46,Centro,1,https://wikidata.org/entity/Q1763376,calle de Santa Isabel,https://wikidata.org/entity/Q2882669,Embajadores,https://wikidata.org/entity/Q2449844,12,1,
457883,SITUADO APARCABICICLETAS - C/ HUERTAS Nº75,Centro,1,https://wikidata.org/entity/Q1763376,"Calle de las Huertas, Madrid",https://wikidata.org/entity/Q2364997,Cortes,https://wikidata.org/entity/Q2535637,13,1,
457884,SITUADO APARCABICICLETAS - C/ MARQUES DE CUBAS Nº4,Centro,1,https://wikidata.org/entity/Q1763376,calle del Marqués de Cubas,https://wikidata.org/entity/Q19304646,Cortes,https://wikidata.org/entity/Q2535637,13,1,
457885,SITUADO APARCABICICLETAS - C/ ALCALA Nº45,Centro,1,https://wikidata.org/entity/Q1763376,Alcalá Street,https://wikidata.org/entity/Q2424746,Justicia,https://wikidata.org/entity/Q1992319,14,1,
457886,SITUADO APARCABICICLETAS - C/ ALCALA Nº42,Centro,1,https://wikidata.org/entity/Q1763376,Alcalá Street,https://wikidata.org/entity/Q2424746,Cortes,https://wikidata.org/entity/Q2535637,13,1,
4704619,Situado aparcabicicletas,Barajas,21,https://wikidata.org/entity/Q807230,"AVENIDA PARTENON, 12",,Corralejos,https://wikidata.org/entity/Q10260772,215,1,2013-01-03T00:00:00Z
4704620,Situado aparcabicicletas,Barajas,21,https://wikidata.org/entity/Q807230,"PASEO DOCE ESTRELLAS, 3",,Corralejos,https://wikidata.org/entity/Q10260772,215,1,2013-01-03T00:00:00Z
4704621,Situado aparcabicicletas,Barajas,21,https://wikidata.org/entity/Q807230,"CALLE BAHIA DE MALAGA, 20",,Corralejos,https://wikidata.org/entity/Q10260772,215,1,2013-01-03T00:00:00Z
457889,SITUADO APARCABICICLETAS - C/ ALCALA Nº34,Centro,1,https://wikidata.org/entity/Q1763376,Alcalá Street,https://wikidata.org/entity/Q2424746,Cortes,https://wikidata.org/entity/Q2535637,13,1,
4704623,Situado aparcabicicletas,Barajas,21,https://wikidata.org/entity/Q807230,"CALLE CATAMARAN, 9",,Alameda de Osuna,https://wikidata.org/entity/Q760737,211,1,2013-01-03T00:00:00Z
457894,SITUADO APARCABICICLETAS - C/ CABALLERO DE GRACIA Nº15,Centro,1,https://wikidata.org/entity/Q1763376,Caballero de Gracia street,https://wikidata.org/entity/Q5740985,Cortes,https://wikidata.org/entity/Q2535637,13,1,
4704624,Situado aparcabicicletas,Barajas,21,https://wikidata.org/entity/Q807230,"AVENIDA SUR DEL AEROPUERTO DE BARAJAS, 36",,Aeropuerto,https://wikidata.org/entity/Q9586697,212,1,2013-01-03T00:00:00Z
4704625,Situado aparcabicicletas,San Blas,20,https://wikidata.org/entity/Q2001937,"Paseo de Ginebra, Madrid",https://wikidata.org/entity/Q56155535,Rosas,https://wikidata.org/entity/Q18880469,205,1,2013-01-03T00:00:00Z
457897,SITUADO APARCABICICLETAS - Pz. PUERTA DEL SOL Nº13,Centro,1,https://wikidata.org/entity/Q1763376,"PLAZA PUERTA DEL SOL, 13",,Sol,https://wikidata.org/entity/Q2465181,16,1,
4704626,Situado aparcabicicletas,San Blas,20,https://wikidata.org/entity/Q2001937,"Paseo de Ginebra, Madrid",https://wikidata.org/entity/Q56155535,Rosas,https://wikidata.org/entity/Q18880469,205,1,2013-01-03T00:00:00Z
4704627,Situado aparcabicicletas,Ciudad Lineal,15,https://wikidata.org/entity/Q1763694,"CALLE VIRGEN DE AFRICA, 11",,San Pascual,https://wikidata.org/entity/Q165612,155,1,2013-01-03T00:00:00Z
4704628,Situado aparcabicicletas,Ciudad Lineal,15,https://wikidata.org/entity/Q1763694,"CALLE VIRGEN DE LA ALEGRIA, 18",,Concepción,https://wikidata.org/entity/Q11915156,154,1,2013-01-03T00:00:00Z
4704629,Situado aparcabicicletas,Ciudad Lineal,15,https://wikidata.org/entity/Q1763694,"CALLE VIRGEN DE NURIA, 4",,Concepción,https://wikidata.org/entity/Q11915156,154,1,2013-01-03T00:00:00Z
528829,Situado aparcabicicletas,San Blas,20,https://wikidata.org/entity/Q2001937,,,Canillejas,https://wikidata.org/entity/Q663013,207,1,
4704630,Situado aparcabicicletas,Ciudad Lineal,15,https://wikidata.org/entity/Q1763694,"Calle de José del Hierro, Madrid",https://wikidata.org/entity/Q29910699,Quintana,https://wikidata.org/entity/Q71810,153,1,2013-01-03T00:00:00Z
4704631,Situado aparcabicicletas,Ciudad Lineal,15,https://wikidata.org/entity/Q1763694,"CALLE ASCAO, 4",,Pueblo Nuevo,https://wikidata.org/entity/Q71753,152,1,2013-01-03T00:00:00Z
4704632,Situado aparcabicicletas,Ciudad Lineal,15,https://wikidata.org/entity/Q1763694,"Avenida de la Institución Libre de Enseñanza, Madrid",https://wikidata.org/entity/Q5740959,Pueblo Nuevo,https://wikidata.org/entity/Q71753,152,1,2013-01-03T00:00:00Z
4704633,Situado aparcabicicletas,San Blas,20,https://wikidata.org/entity/Q2001937,"CALLE SAN ROMAN DEL VALLE, 8",,Arcos,https://wikidata.org/entity/Q9627876,204,1,2013-01-03T00:00:00Z
4704634,Situado aparcabicicletas,San Blas,20,https://wikidata.org/entity/Q2001937,"CALLE VALENTIN BEATO, 6",,Simancas,https://wikidata.org/entity/Q10371626,201,1,2013-01-03T00:00:00Z
457743,SITUADO APARCABICICLETAS - C/ BARCELO Nº9,Centro,1,https://wikidata.org/entity/Q1763376,calle de Barceló,https://wikidata.org/entity/Q27051120,Justicia,https://wikidata.org/entity/Q1992319,14,1,
4704635,Situado aparcabicicletas,San Blas,20,https://wikidata.org/entity/Q2001937,Seventh Avenue,https://wikidata.org/entity/Q109926,Rejas,https://wikidata.org/entity/Q10359029,206,1,2013-01-03T00:00:00Z
4704636,Situado aparcabicicletas,San Blas,20,https://wikidata.org/entity/Q2001937,"CALLE EUTERPE, 27",,Rejas,https://wikidata.org/entity/Q10359029,206,1,2013-01-03T00:00:00Z
4704637,Situado aparcabicicletas,San Blas,20,https://wikidata.org/entity/Q2001937,"CALLE EUTERPE, 27",,Rejas,https://wikidata.org/entity/Q10359029,206,1,2013-01-03T00:00:00Z
4704638,Situado aparcabicicletas,San Blas,20,https://wikidata.org/entity/Q2001937,"CALLE EUTERPE, 5",,Rejas,https://wikidata.org/entity/Q10359029,206,1,2013-01-03T00:00:00Z
4704639,Situado aparcabicicletas,San Blas,20,https://wikidata.org/entity/Q2001937,"CALLE CAMPEZO, 4",,Rejas,https://wikidata.org/entity/Q10359029,206,1,2013-01-03T00:00:00Z
4704643,Situado aparcabicicletas,Hortaleza,16,https://wikidata.org/entity/Q1928529,"CALLE FLORENCIO CASTILLO, 29",,La Piovera,https://wikidata.org/entity/Q5964851,162,1,2013-01-03T00:00:00Z
4704644,Situado aparcabicicletas,Hortaleza,16,https://wikidata.org/entity/Q1928529,"PLAZA LICEO, 1",,La Piovera,https://wikidata.org/entity/Q5964851,162,1,2013-01-03T00:00:00Z
4704645,Situado aparcabicicletas,Hortaleza,16,https://wikidata.org/entity/Q1928529,"Carretera de Canillas, Madrid",https://wikidata.org/entity/Q28973490,Canillas,https://wikidata.org/entity/Q9694341,163,1,2013-01-03T00:00:00Z
4704646,Situado aparcabicicletas,Hortaleza,16,https://wikidata.org/entity/Q1928529,"AVENIDA AZALEAS, 28",,Palomas,https://wikidata.org/entity/Q390460,161,1,2013-01-03T00:00:00Z
4704647,Situado aparcabicicletas,Hortaleza,16,https://wikidata.org/entity/Q1928529,"Avenida de Guadalajara, Madrid",https://wikidata.org/entity/Q52063521,Palomas,https://wikidata.org/entity/Q390460,161,1,2013-01-03T00:00:00Z
4704648,Situado aparcabicicletas,Hortaleza,16,https://wikidata.org/entity/Q1928529,Avenida de los Andes,https://wikidata.org/entity/Q28997223,Palomas,https://wikidata.org/entity/Q390460,161,1,2013-01-03T00:00:00Z
457491,SITUADO APARCABICICLETAS - C/ LUIS ESTEBAN Nº5,Tetuán,6,https://wikidata.org/entity/Q1773540,"CALLE LUIS ESTEBAN, 5",,Almenara,https://wikidata.org/entity/Q2265427,64,1,
457493,SITUADO APARCABICICLETAS - C/ GENERAL ARANDA Nº98,Tetuán,6,https://wikidata.org/entity/Q1773540,"Calle de Matilde Landa, Madrid",https://wikidata.org/entity/Q56121903,Almenara,https://wikidata.org/entity/Q2265427,64,1,
457496,SITUADO APARCABICICLETAS - Av. ASTURIAS Nº70,Tetuán,6,https://wikidata.org/entity/Q1773540,Avenida de Asturias,https://wikidata.org/entity/Q30300905,Almenara,https://wikidata.org/entity/Q2265427,64,1,
457499,SITUADO APARCABICICLETAS - Av. ASTURIAS Nº32,Tetuán,6,https://wikidata.org/entity/Q1773540,Avenida de Asturias,https://wikidata.org/entity/Q30300905,Almenara,https://wikidata.org/entity/Q2265427,64,1,
457504,SITUADO APARCABICICLETAS - Pz. DONOSO Nº5,Tetuán,6,https://wikidata.org/entity/Q1773540,"PLAZA DONOSO, 5",,Almenara,https://wikidata.org/entity/Q2265427,64,1,
457506,SITUADO APARCABICICLETAS - C/ PINOS ALTA Nº63,Tetuán,6,https://wikidata.org/entity/Q1773540,"Calle de Pinos Alta, Madrid",https://wikidata.org/entity/Q54562684,Valdeacederas,https://wikidata.org/entity/Q10388711,65,1,
457509,SITUADO APARCABICICLETAS - C/ CAPITAN BLANCO ARGIBAY Nº14,Tetuán,6,https://wikidata.org/entity/Q1773540,Capitán Blanco Argibay Street,https://wikidata.org/entity/Q27038685,Valdeacederas,https://wikidata.org/entity/Q10388711,65,1,
457511,SITUADO APARCABICICLETAS - C/ BRAVO MURILLO Nº376,Tetuán,6,https://wikidata.org/entity/Q1773540,Calle de Bravo Murillo,https://wikidata.org/entity/Q5740815,Castillejos,https://wikidata.org/entity/Q11913212,63,1,
457512,SITUADO APARCABICICLETAS - C/ SAN AQUILINO Nº2,Tetuán,6,https://wikidata.org/entity/Q1773540,"CALLE SAN AQUILINO, 2",,Almenara,https://wikidata.org/entity/Q2265427,64,1,
457513,SITUADO APARCABICICLETAS - C/ CONDE SERRALLO Nº4,Tetuán,6,https://wikidata.org/entity/Q1773540,"CALLE CONDE DEL SERRALLO, 4",,Almenara,https://wikidata.org/entity/Q2265427,64,1,
457514,SITUADO APARCABICICLETAS - C/ SAN BENITO Nº6,Tetuán,6,https://wikidata.org/entity/Q1773540,"CALLE SAN BENITO, 6",,Almenara,https://wikidata.org/entity/Q2265427,64,1,
457516,SITUADO APARCABICICLETAS - Pz. ANGEL CARBAJO Nº8,Tetuán,6,https://wikidata.org/entity/Q1773540,"PLAZA ANGEL CARBAJO, 8",,Castillejos,https://wikidata.org/entity/Q11913212,63,1,
457517,SITUADO APARCABICICLETAS - C/ FRANCISCO GERVAS Nº26,Tetuán,6,https://wikidata.org/entity/Q1773540,"Calle de Francisco Gervás, Madrid",https://wikidata.org/entity/Q55956437,Castillejos,https://wikidata.org/entity/Q11913212,63,1,
457518,SITUADO APARCABICICLETAS - C/ BRAVO MURILLO Nº278,Tetuán,6,https://wikidata.org/entity/Q1773540,Calle de Bravo Murillo,https://wikidata.org/entity/Q5740815,Castillejos,https://wikidata.org/entity/Q11913212,63,1,
457519,SITUADO APARCABICICLETAS - C/ MARQUES DE VIANA Nº41,Tetuán,6,https://wikidata.org/entity/Q1773540,"Calle del Marqués de Viana, Madrid",https://wikidata.org/entity/Q28944893,Berruguete,https://wikidata.org/entity/Q11909208,66,1,
457520,SITUADO APARCABICICLETAS - C/ MARQUES DE VIANA Nº56,Tetuán,6,https://wikidata.org/entity/Q1773540,"Calle del Marqués de Viana, Madrid",https://wikidata.org/entity/Q28944893,Valdeacederas,https://wikidata.org/entity/Q10388711,65,1,
457521,SITUADO APARCABICICLETAS - C/ VILLAAMIL Nº263,Tetuán,6,https://wikidata.org/entity/Q1773540,"Calle de Villaamil, Madrid",https://wikidata.org/entity/Q28037199,Valdeacederas,https://wikidata.org/entity/Q10388711,65,1,
457522,SITUADO APARCABICICLETAS - C/ SINESIO DELGADO Nº23,Tetuán,6,https://wikidata.org/entity/Q1773540,Sinesio Delgado Street,https://wikidata.org/entity/Q52245452,Valdeacederas,https://wikidata.org/entity/Q10388711,65,1,
457524,SITUADO APARCABICICLETAS - C/ SINESIO DELGADO Nº34,Tetuán,6,https://wikidata.org/entity/Q1773540,Sinesio Delgado Street,https://wikidata.org/entity/Q52245452,Valdeacederas,https://wikidata.org/entity/Q10388711,65,1,
457525,SITUADO APARCABICICLETAS - C/ SINESIO DELGADO Nº34,Tetuán,6,https://wikidata.org/entity/Q1773540,Sinesio Delgado Street,https://wikidata.org/entity/Q52245452,Valdeacederas,https://wikidata.org/entity/Q10388711,65,1,
457526,SITUADO APARCABICICLETAS - C/ SINESIO DELGADO Nº28,Tetuán,6,https://wikidata.org/entity/Q1773540,Sinesio Delgado Street,https://wikidata.org/entity/Q52245452,Valdeacederas,https://wikidata.org/entity/Q10388711,65,1,
457527,SITUADO APARCABICICLETAS - Pº DE LA DIRECCION Nº295,Tetuán,6,https://wikidata.org/entity/Q1773540,paseo de la Dirección,https://wikidata.org/entity/Q27043701,Valdeacederas,https://wikidata.org/entity/Q10388711,65,1,
457528,SITUADO APARCABICICLETAS - Pº DE LA DIRECCION Nº295,Tetuán,6,https://wikidata.org/entity/Q1773540,paseo de la Dirección,https://wikidata.org/entity/Q27043701,Valdeacederas,https://wikidata.org/entity/Q10388711,65,1,
