CALLE,CALLEWIKIDATA,TIPOCALLE
"Calle_de_Juan_Esplandiu,_Madrid",https://wikidata.org/entity/Q57719867,CICLOCALLES
Calle_de_Saliente,,CICLOCALLES
Carrer_de_Londres,https://wikidata.org/entity/Q18644320,CICLOCALLES
Calle_de_Alcalß,,CICLOCALLES
"Avenida_de_los_Toreros,_Madrid",https://wikidata.org/entity/Q29918658,CICLOCALLES
Calle_de_?ngel_Ganivet,,CICLOCALLES
"Avenida_de_San_Luis,_Madrid",https://wikidata.org/entity/Q54370814,CICLOCALLES
Calle_de_Yerma,,CICLOCALLES
Calle_de_Santa_MarÝa_Magdalena,,PEATONAL
Calle_de_Uruguay,,CICLOCALLES
Calle_del_Pintor_Ribera,,CICLOCALLES
Carrer_de_Huelva,https://wikidata.org/entity/Q18644239,CICLOCALLES
Calle_de_Jorge_Juan,https://wikidata.org/entity/Q28070822,CICLOCALLES
Calle_de_Santa_Rafaela_MarÝa_del_Sagrado_Coraz¾n,,CICLOCALLES
Calle_de_Ferrer_del_RÝo,,CICLOCALLES
"Calle_de_Cartagena,_Madrid",https://wikidata.org/entity/Q27038851,CICLOCALLES
avenida_de_Bruselas,https://wikidata.org/entity/Q62087510,CICLOCALLES
Calle_de_LombÝa,,CICLOCALLES
"Calle_de_Maiquez,_Madrid",https://wikidata.org/entity/Q28936774,CICLOCALLES
calle_de_Montesa,https://wikidata.org/entity/Q28070795,CICLOCALLES
Calle_del_Alcalde_Sßinz_de_Baranda,,CICLOCALLES
Calle_del_Alcalde_Sßinz_de_Baranda,,CICLOCALLES
Calle_de_Luis_Mitjans,,CICLOCALLES
"Calle_de_Valderribas,_Madrid",https://wikidata.org/entity/Q29051503,CICLOCALLES
Calle_de_Fromista,,CICLOCALLES
Retama_Street,https://wikidata.org/entity/Q28983516,CICLOCALLES
Calle_de_Don_Ram¾n_de_la_Cruz,,CICLOCALLES
street_of_Nicasio_Gallego,https://wikidata.org/entity/Q28537739,CICLOCALLES
Calle_de_Zurbarßn,,CICLOCALLES
"Calle_de_Padilla,_Madrid",https://wikidata.org/entity/Q28056135,CICLOCALLES
"Calle_de_Luis_Cabrera,_Madrid",https://wikidata.org/entity/Q28943623,CICLOCALLES
Avenida_de_Aster,,CICLOCALLES
Paseo_de_los_Cerezos,,CICLOCALLES
Calle_del_Padre_Claret,,CICLOCALLES
Calle_de_la_Drßcena,,CICLOCALLES
Avenida_de_la_Paz,,PEATONAL
Calle_de_la_Lagartera,,CICLOCALLES
Calle_de_La_Mancha,,CICLOCALLES
Calle_de_Santa_Rafaela_MarÝa_del_Sagrado_Coraz¾n,,CICLOCALLES
Calle_del_Vizconde_de_Arless¾n,,CICLOCALLES
Calle_de_la_Lagartera,,CICLOCALLES
Calle_del_Conde_RodrÝguez_San_Pedro_Mejorana,,CICLOCALLES
"Avenida_del_Monte_Igueldo,_Madrid",https://wikidata.org/entity/Q29535349,CICLOCALLES
Calle_de_la_Isla_de_Jamaica,,CICLOCALLES
Calle_del_Preventorio,,CICLOCALLES
Calle_de_Monasterio_de_Las_Huelgas,,CICLOCALLES
"Calle_de_Trafalgar,_Madrid",https://wikidata.org/entity/Q28024216,CICLOCALLES
calle_de_Blasco_de_Garay,https://wikidata.org/entity/Q26831099,CICLOCALLES
Calle_de_los_Mßrtires_de_Alcalß,,CICLOCALLES
Plaza_de_Carlos_MarÝa_de_Castro,,CICLOCALLES
Calle_de_Castell¾,,CICLOCALLES
Calle_de_N·±ez_de_Balboa,,CICLOCALLES
Parque_Cu±a_Verde_de_Latina,,CICLOCALLES
Calle_del_Profesor_JosU_GarcÝa_Santesmases,,CICLOCALLES
calle_de_Zurbano,https://wikidata.org/entity/Q27043742,CICLOCALLES
Calle_de_Fernßndez_de_la_Hoz,,CICLOCALLES
Paseo_de_los_Olivos,,CICLOCALLES
"Calle_de_Eugenia_de_Montijo,_Madrid",https://wikidata.org/entity/Q52833570,CICLOCALLES
Calle_de_Cebreros,,CICLOCALLES
Parque_Cu±a_Verde_de_Latina,,CICLOCALLES
Calle_del_Arroyo_de_las_Pavas,,CICLOCALLES
Calle_del_El_Toboso,,CICLOCALLES
Calle_Principal_de_Provincias,,CICLOCALLES
Calle_de_JoaquÝn_Lorenzo,,CICLOCALLES
Calle_del_General_?lvarez_de_Castro,,CICLOCALLES
"Calle_de_Trafalgar,_Madrid",https://wikidata.org/entity/Q28024216,CICLOCALLES
Calle_de_los_Estudiantes,,CICLOCALLES
Calle_de_AndrUs_Mellado,,CICLOCALLES
Avenida_de_SUneca,,CICLOCALLES
Calle_de_la_Senda_del_Rey,,CICLOCALLES
Calle_del_Arzobispo_Morcillo,,CICLOCALLES
Calle_de_Balsaminas,,CICLOCALLES
"Calle_del_Conde_de_Vallellano,_Madrid",https://wikidata.org/entity/Q27037913,CICLOCALLES
Gonzalo_Sandino_Street,https://wikidata.org/entity/Q30343497,CICLOCALLES
Calle_de_Vi±egra,,PEATONAL
Calle_de_Muntadas,,CICLOCALLES
Calle_de_Cebreros,,CICLOCALLES
calle_de_Blas_Cabrera,https://wikidata.org/entity/Q29405139,CICLOCALLES
Calle_de_JosU_de_Cadalso,,CICLOCALLES
"Calle_de_Rafael_Finat,_Madrid",https://wikidata.org/entity/Q29648073,CICLOCALLES
Calle_de_JosU_de_Cadalso,,CICLOCALLES
"Calle_de_Rafael_Finat,_Madrid",https://wikidata.org/entity/Q29648073,CICLOCALLES
Calle_de_la_Duquesa_de_Parcent,,PEATONAL
Paseo_de_Mu±oz_Grandes,,CICLOCALLES
Calle_de_Camarena,,CICLOCALLES
calle_de_Blas_Cabrera,https://wikidata.org/entity/Q29405139,CICLOCALLES
Calle_de_Camarena,,CICLOCALLES
Calle_de_la_Vidauba,,PEATONAL
Calle_de_la_Vidauba,,PEATONAL
Calle_de_Mascaraque,,CICLOCALLES
Calle_de_Consuelo_Guzmßn,,CICLOCALLES
avenida_de_los_Poblados,https://wikidata.org/entity/Q26795575,PEATONAL
Calle_de_Tembleque,,PEATONAL
Calle_de_Tembleque,,CICLOCALLES
avenida_de_los_Poblados,https://wikidata.org/entity/Q26795575,PEATONAL
Calle_de_Tembleque,,PEATONAL
Avenida_del_Padre_Piquer,,CICLOCALLES
Calle_de_la_VÝa,,CICLOCALLES
Calle_de_Nicolßs_Morales,,CICLOCALLES
Calle_de_la_T¾rtola,,CICLOCALLES
Calle_de_Matilde_Hernßndez,,CICLOCALLES
Calle_de_la_Gaviota,,CICLOCALLES
Calle_de_Zaida,,CICLOCALLES
Calle_de_Carlos_Dabßn,,CICLOCALLES
Calle_de_Carlos_Dabßn,,CICLOCALLES
Calle_del_Arroyo_Valdecelada,,CICLOCALLES
Calle_de_Carlos_Dabßn,,CICLOCALLES
Calle_de_Zaida,,CICLOCALLES
Calle_de_Portalegre,,CICLOCALLES
Calle_de_Portalegre,,CICLOCALLES
Calle_del_Comandante_Fontanes,,CICLOCALLES
Calle_de_Sallaberry,,CICLOCALLES
Calle_de_San_Pompeyo,,PEATONAL
Plaza_de_Fernßndez_Ladreda,,PEATONAL
Manzanares,,PEATONAL
Calle_de_la_Inmaculada_Concepci¾n,,CICLOCALLES
Calle_de_Manuel_Noya,,CICLOCALLES
Calle_de_Tomßs_Meabe,,CICLOCALLES
Calle_de_Salasierra,,CICLOCALLES
calle_de_Antonio_de_Leyva,https://wikidata.org/entity/Q42240205,CICLOCALLES
Calle_de_Baleares,,CICLOCALLES
Calle_de_Manuel_Noya,,CICLOCALLES
Calle_de_Sorbe,,CICLOCALLES
calle_de_Antonio_de_Leyva,https://wikidata.org/entity/Q42240205,CICLOCALLES
Glorieta_del_MarquUs_de_Vadillo,,PEATONAL
Calle_de_Julißn_Gonzßlez,,CICLOCALLES
"Calle_del_General_Ricardos,_Madrid",https://wikidata.org/entity/Q5740542,CICLOCALLES
"Calle_del_General_Ricardos,_Madrid",https://wikidata.org/entity/Q5740542,PEATONAL
Manzanares,,PEATONAL
avenida_de_la_Emperatriz_Isabel,https://wikidata.org/entity/Q42240685,CICLOCALLES
paseo_del_Quince_de_Mayo,https://wikidata.org/entity/Q42089530,CICLOCALLES
Paseo_de_San_Illßn,,PEATONAL
Calle_de_San_Marcos,,CICLOCALLES
Calle_de_la_Princesa,,PEATONAL
Avenida_de_Portugal,https://wikidata.org/entity/Q26736141,CICLOCALLES
Calle_de_Saavedra_Fajardo,,CICLOCALLES
Plaza_de_Santo_Domingo,,CICLOCALLES
calle_de_Jacometrezo,https://wikidata.org/entity/Q5651414,CICLOCALLES
Calle_de_Isabel_la_Cat¾lica,,CICLOCALLES
calle_de_Fuencarral,https://wikidata.org/entity/Q5740840,CICLOCALLES
Calle_del_RÝo,,CICLOCALLES
Calle_de_la_Bola,https://wikidata.org/entity/Q28033661,CICLOCALLES
Calle_de_Juan_del_Risco,,CICLOCALLES
Calle_de_la_Bola,https://wikidata.org/entity/Q28033661,PEATONAL
Plaza_de_Santo_Domingo,,CICLOCALLES
"Calle_de_Guillermo_Rolland,_Madrid",https://wikidata.org/entity/Q30789780,CICLOCALLES
Calle_del_Reloj,https://wikidata.org/entity/Q20908840,CICLOCALLES
Calle_del_MarquUs_de_Cubas,,CICLOCALLES
Calle_de_Santa_Isabel,,CICLOCALLES
calle_de_Argumosa,https://wikidata.org/entity/Q5740806,CICLOCALLES
"Calle_del_Doctor_Fourquet,_Madrid",https://wikidata.org/entity/Q27048305,CICLOCALLES
Calle_de_Fray_Luis_de_Le¾n,,CICLOCALLES
Calle_de_Valencia,,CICLOCALLES
Calle_de_VÝctor_de_la_Serna,,CICLOCALLES
Calle_de_Oruro,,CICLOCALLES
Calle_del_PrÝncipe_de_Vergara,,PEATONAL
Calle_de_Anastasia_L¾pez,,CICLOCALLES
Sinesio_Delgado_Street,https://wikidata.org/entity/Q52245452,CICLOCALLES
Calle_del_Arzobispo_Morcillo,,CICLOCALLES
Calle_de_Mauricio_Legendre,,PEATONAL
Calle_de_la_Isla_de_Chipre,,PEATONAL
Calle_de_Mauricio_Legendre,,PEATONAL
Calle_de_Mauricio_Legendre,,CICLOCALLES
Calle_de_Labastida,,CICLOCALLES
Calle_de_la_Divina_Pastora,,CICLOCALLES
Calle_de_Daniel_Vßzquez_DÝaz,,CICLOCALLES
"Avenida_de_Monforte_de_Lemos,_Madrid",https://wikidata.org/entity/Q52683954,CICLOCALLES
Calle_de_Manuel_Tovar,,CICLOCALLES
Calle_de_las_Islas_VÝrgenes,,CICLOCALLES
Calle_de_Francisco_Sancha,,CICLOCALLES
Calle_de_Luis_Esteban,,CICLOCALLES
Calle_VÝa_LÝmite,,CICLOCALLES
Calle_de_Emilia,,CICLOCALLES
Calle_de_San_Benito,,CICLOCALLES
Paseo_de_la_Castellana,https://wikidata.org/entity/Q1473674,CICLOCALLES
"Calle_del_Arroyo_del_Olivar,_Madrid",https://wikidata.org/entity/Q29561517,CICLOCALLES
calle_de_San_Aquilino,https://wikidata.org/entity/Q107095703,CICLOCALLES
Calle_de_San_Benito,,CICLOCALLES
Calle_de_San_Benito,,CICLOCALLES
"Calle_de_las_Magnolias,_Madrid",https://wikidata.org/entity/Q56122018,CICLOCALLES
Paseo_de_la_Castellana,https://wikidata.org/entity/Q1473674,PEATONAL
Calle_del_Arzobispo_Morcillo,,PEATONAL
Calle_de_Pe±a_Santa,,CICLOCALLES
Calle_del_Arzobispo_Morcillo,,PEATONAL
"Calle_de_Pedro_Rico,_Madrid",https://wikidata.org/entity/Q56427389,CICLOCALLES
Calle_de_Sebastißn_Elcano,,CICLOCALLES
Calle_de_Sebastißn_Elcano,,PEATONAL
Calle_de_Alonso_del_Barco,,CICLOCALLES
Ronda_de_Valencia,https://wikidata.org/entity/Q16626200,PEATONAL
Plaza_del_?ngel,,PEATONAL
"Calle_de_la_Huerta_del_Bayo,_Madrid",https://wikidata.org/entity/Q42908465,PEATONAL
Calle_del_Le¾n,,CICLOCALLES
Calle_de_San_AgustÝn,,CICLOCALLES
Costanilla_de_las_Trinitarias,,CICLOCALLES
calle_del_Arenal,https://wikidata.org/entity/Q5740980,PEATONAL
Plaza_de_Isabel_II,,PEATONAL
"Calle_de_Vergara,_Madrid",https://wikidata.org/entity/Q29004234,PEATONAL
Plaza_de_la_Puerta_del_Sol,,PEATONAL
Plaza_de_la_Puerta_del_Sol,,PEATONAL
Plaza_de_la_Puerta_del_Sol,,PEATONAL
Costanilla_de_los_Desamparados,https://wikidata.org/entity/Q18419123,CICLOCALLES
Calle_de_Atocha,https://wikidata.org/entity/Q5492657,PEATONAL
Plaza_de_las_Cortes,,PEATONAL
Calle_de_Santa_Isabel,,PEATONAL
Calle_de_Santa_Isabel,,PEATONAL
Felipe_IV_Road,https://wikidata.org/entity/Q28004581,CICLOCALLES
"Calle_del_Duque_de_Medinaceli,_Madrid",https://wikidata.org/entity/Q26830977,CICLOCALLES
calle_de_Fucar,https://wikidata.org/entity/Q20908825,CICLOCALLES
Calle_de_Jes·s,,CICLOCALLES
Calle_de_Atocha,https://wikidata.org/entity/Q5492657,PEATONAL
Calle_del_Prado,https://wikidata.org/entity/Q16389845,CICLOCALLES
Paseo_del_Prado,,PEATONAL
Calle_de_Barcel¾,,CICLOCALLES
"Calle_de_las_Infantas,_Madrid",https://wikidata.org/entity/Q21004010,CICLOCALLES
Calle_del_Topete,,CICLOCALLES
Calle_de_Abel,,CICLOCALLES
avenida_de_Pablo_Iglesias,https://wikidata.org/entity/Q28045035,CICLOCALLES
Calle_de_Aranjuez,,CICLOCALLES
Avenida_del_Doctor_Federico_Rubio_y_GalÝ,,CICLOCALLES
avenida_de_Pablo_Iglesias,https://wikidata.org/entity/Q28045035,CICLOCALLES
Calle_del_Seminario_de_Nobles,,CICLOCALLES
Calle_de_Antonia_DomÝnguez,,CICLOCALLES
"Calle_de_Gabriel_Lobo,_Madrid",https://wikidata.org/entity/Q33082819,CICLOCALLES
Calle_de_San_Juan_de_la_Salle,,CICLOCALLES
"Calle_de_Ponzano,_Madrid",https://wikidata.org/entity/Q26737707,CICLOCALLES
"Calle_de_Carlos_Maurras,_Madrid",https://wikidata.org/entity/Q26960303,CICLOCALLES
Calle_de_Carbonero_y_Sol,,CICLOCALLES
Calle_de_G¾mez_Ortega,,CICLOCALLES
avenida_de_Concha_Espina,https://wikidata.org/entity/Q27137943,PEATONAL
"Calle_de_Francisco_Gervas,_Madrid",https://wikidata.org/entity/Q55956437,CICLOCALLES
"Calle_de_Rosario_Pino,_Madrid",https://wikidata.org/entity/Q29055028,CICLOCALLES
Calle_del_Capitßn_Haya,,CICLOCALLES
Calle_de_JosU_Castßn_Tobe±as,,CICLOCALLES
Paseo_de_la_Castellana,https://wikidata.org/entity/Q1473674,PEATONAL
"Calle_de_Carlos_Maurras,_Madrid",https://wikidata.org/entity/Q26960303,CICLOCALLES
Calle_del_Capitßn_Haya,,PEATONAL
Calle_de_L¾pez_de_Hoyos,,CICLOCALLES
Calle_del_Helecho,,CICLOCALLES
Calle_de_Hermenegilda_MartÝnez,,CICLOCALLES
Calle_de_L¾riga,,CICLOCALLES
Calle_de_Recaredo,,CICLOCALLES
Calle_de_L¾pez_de_Hoyos,,CICLOCALLES
Calle_de_L¾pez_de_Hoyos,,CICLOCALLES
calle_de_Edison,https://wikidata.org/entity/Q28860511,CICLOCALLES
calle_de_Edison,https://wikidata.org/entity/Q28860511,CICLOCALLES
"Avenida_del_Doctor_Arce,_Madrid",https://wikidata.org/entity/Q29199638,CICLOCALLES
"Calle_de_Cartagena,_Madrid",https://wikidata.org/entity/Q27038851,CICLOCALLES
Calle_de_L¾pez_de_Hoyos,,CICLOCALLES
Calle_de_BUjar,,CICLOCALLES
avenida_de_Bruselas,https://wikidata.org/entity/Q62087510,CICLOCALLES
"Calle_de_Luis_Vives,_Madrid",https://wikidata.org/entity/Q29212673,CICLOCALLES
Calle_de_Malcampo,,CICLOCALLES
"Avenida_de_Alfonso_XIII,_Madrid",https://wikidata.org/entity/Q29397736,CICLOCALLES
"Calle_de_Marcenado,_Madrid",https://wikidata.org/entity/Q30465193,CICLOCALLES
Calle_de_Puerto_Rico,,CICLOCALLES
Calle_de_Ros_de_Olano,,CICLOCALLES
Calle_del_Padre_Claret,,CICLOCALLES
Calle_del_PrÝncipe_de_Vergara,,PEATONAL
"Calle_de_Cartagena,_Madrid",https://wikidata.org/entity/Q27038851,CICLOCALLES
Avenida_de_Aster,,CICLOCALLES
Paseo_de_los_Cerezos,,CICLOCALLES
Calle_de_VÝctor_AndrUs_Bela·nde,,CICLOCALLES
Calle_de_MenUndez_Pidal,,CICLOCALLES
Calle_de_Colombia,,CICLOCALLES
Calle_de_PotosÝ,,CICLOCALLES
"Avenida_del_Doctor_Arce,_Madrid",https://wikidata.org/entity/Q29199638,CICLOCALLES
Calle_de_RodrÝguez_MarÝn,,CICLOCALLES
Calle_de_VÝctor_AndrUs_Bela·nde,,CICLOCALLES
"Paseo_de_La_Habana,_Madrid",https://wikidata.org/entity/Q28059068,PEATONAL
avenida_de_Alberto_Alcocer,https://wikidata.org/entity/Q26833742,PEATONAL
Calle_de_Marbella,,CICLOCALLES
Calle_de_Anastasia_L¾pez,,CICLOCALLES
Calle_de_Antoniorrobles,,CICLOCALLES
Calle_de_Alfredo_Marquerie,,CICLOCALLES
Calle_de_Sangenjo,,CICLOCALLES
Calle_de_NarcÝs_Monturiol,,CICLOCALLES
Calle_del_Doctor_Ram¾n_Castroviejo,,CICLOCALLES
Paseo_de_la_Vaguada,,CICLOCALLES
"Calle_de_Pedro_Rico,_Madrid",https://wikidata.org/entity/Q56427389,CICLOCALLES
Calle_de_Colmenar_Viejo,,PEATONAL
AutovÝa_del_Colmenar,,PEATONAL
Calle_de_Francisco_Sancha,,CICLOCALLES
Calle_de_Sandalio_L¾pez,,CICLOCALLES
Calle_de_la_Virgen_de_Arßnzazu,,CICLOCALLES
Calle_de_la_Virgen_de_Arßnzazu,,PEATONAL
Calle_de_Manuel_Tovar,,CICLOCALLES
Calle_de_Bolta±a,,CICLOCALLES
Calle_de_JosU_Arcones_Gil,,CICLOCALLES
Calle_de_Vital_Aza,,CICLOCALLES
Calle_de_Florencio_Llorente,,CICLOCALLES
Calle_de_Sambara,,CICLOCALLES
Calle_de_Alcalß,,CICLOCALLES
Calle_de_Julia_GarcÝa_Boutßn,,CICLOCALLES
Calle_de_Aquitania,,CICLOCALLES
"Calle_de_Suecia,_Madrid",https://wikidata.org/entity/Q28972048,CICLOCALLES
Calle_de_Julia_GarcÝa_Boutßn,,CICLOCALLES
Calle_de_la_Epifania,,CICLOCALLES
Calle_de_Santa_Leonor,,CICLOCALLES
Calle_de_Alfonso_G¾mez,,CICLOCALLES
Calle_de_Campeche,,CICLOCALLES
Calle_del_Canal_del_B¾sforo,,CICLOCALLES
Calle_de_Julißn_Camarillo,,CICLOCALLES
Calle_de_Achuri,,CICLOCALLES
Calle_de_Ezequiel_Solana,,CICLOCALLES
Calle_de_Francisco_Rioja,,CICLOCALLES
Calle_de_GuillUn_de_Castro,,CICLOCALLES
Calle_de_Braulio_GutiUrrez,,CICLOCALLES
Calle_de_Emilio_Mu±oz,,CICLOCALLES
Calle_de_Luis_Ruiz,,CICLOCALLES
Avenida_de_Pe±a_Prieta,,CICLOCALLES
Calle_de_AgustÝn_de_Betancourt,,CICLOCALLES
Monasterio_de_Leyre_Street,https://wikidata.org/entity/Q28994571,CICLOCALLES
Calle_del_Ca±averal,,CICLOCALLES
Calle_de_O±ate,,CICLOCALLES
Calle_del_Conde_del_Serrallo,,CICLOCALLES
calle_de_San_Aquilino,https://wikidata.org/entity/Q107095703,CICLOCALLES
calle_de_San_Aquilino,https://wikidata.org/entity/Q107095703,CICLOCALLES
Calle_de_Luis_Esteban,,CICLOCALLES
"Calle_de_las_Magnolias,_Madrid",https://wikidata.org/entity/Q56122018,CICLOCALLES
Calle_VÝa_LÝmite,,CICLOCALLES
Avenida_de_Asturias,https://wikidata.org/entity/Q30300905,CICLOCALLES
Calle_del_Padre_Francisco_Palau_y_Quer,,CICLOCALLES
"Calle_de_Santa_Hortensia,_Madrid",https://wikidata.org/entity/Q28943619,CICLOCALLES
Calle_de_Torrelaguna,,CICLOCALLES
Calle_de_Albelda,,CICLOCALLES
Plaza_de_Valvanera,,CICLOCALLES
Calle_del_Castillo_de_Simancas,,CICLOCALLES
Calle_de_ZaldÝvar,,CICLOCALLES
Calle_de_ZaldÝvar,,CICLOCALLES
Calle_del_Castillo_de_Simancas,,CICLOCALLES
Calle_de_Cartago,,CICLOCALLES
Calle_de_Nuestra_Se±ora_de_la_Blanca,,CICLOCALLES
Calle_de_Nuestra_Se±ora_de_la_Blanca,,CICLOCALLES
Calle_de_San_Narciso,,CICLOCALLES
Calle_de_San_Faustino,,CICLOCALLES
Calle_de_JosU_del_Hierro,,CICLOCALLES
Calle_del_Lago_Salado,,CICLOCALLES
"Calle_de_Juan_de_Urbieta,_Madrid",https://wikidata.org/entity/Q29051496,CICLOCALLES
Calle_de_Antonio_Bienvenida,,CICLOCALLES
"Calle_de_Juan_de_Urbieta,_Madrid",https://wikidata.org/entity/Q29051496,CICLOCALLES
Calle_de_Titulcia,,CICLOCALLES
Calle_de_Antonio_DÝaz-Ca±abate,,CICLOCALLES
Calle_de_?ngel_Ganivet,,CICLOCALLES
Calle_de_Saliente,,CICLOCALLES
Calle_de_Antonio_Casero,,CICLOCALLES
Calle_de_Antonio_Casero,,CICLOCALLES
Calle_de_Arias_Montano,,PEATONAL
Calle_de_la_Estrella_Polar,,CICLOCALLES
Paseo_del_MarquUs_de_Zafra,,PEATONAL
Calle_del_Doctor_G¾mez_Ulla,,CICLOCALLES
Calle_de_Roma,,CICLOCALLES
Calle_de_Ricardo_Sep·lveda,,CICLOCALLES
Calle_de_Ledesma,,CICLOCALLES
Calle_de_Carolina_Coronado,,CICLOCALLES
Paseo_de_Federico_GarcÝa_Lorca,,CICLOCALLES
"Calle_de_la_Fuente_Carrantona,_Madrid",https://wikidata.org/entity/Q28936137,PEATONAL
"Calle_de_la_Hacienda_de_Pavones,_Madrid",https://wikidata.org/entity/Q28936083,CICLOCALLES
Avenida_de_Santa_Eugenia,,CICLOCALLES
Avenida_de_Santa_Eugenia,,CICLOCALLES
"Avenida_de_Arcentales,_Madrid",https://wikidata.org/entity/Q56155322,PEATONAL
"Avenida_de_Arcentales,_Madrid",https://wikidata.org/entity/Q56155322,PEATONAL
Calle_de_Malmoe,,CICLOCALLES
Calle_de_Capri,,CICLOCALLES
Calle_de_San_Romßn_del_Valle,,CICLOCALLES
Calle_de_Malmoe,,CICLOCALLES
Calle_de_Fobos,,CICLOCALLES
Calle_de_Ober¾n,,CICLOCALLES
Calle_de_Fobos,,CICLOCALLES
Calle_de_Ober¾n,,CICLOCALLES
Calle_de_Molina_de_Segura,,PEATONAL
Calle_de_Luis_de_Hoyos_Sßinz,,CICLOCALLES
Calle_de_Luis_de_Hoyos_Sßinz,,CICLOCALLES
Calle_de_JosU_BergamÝn,,PEATONAL
Calle_de_JosU_BergamÝn,,PEATONAL
Calle_de_Malmoe,,PEATONAL
Calle_de_Malmoe,,PEATONAL
Calle_de_Luis_Ruiz,,CICLOCALLES
Calle_de_Villaescusa,,CICLOCALLES
Calle_de_Betancunia,,CICLOCALLES
"Avenida_de_Daroca,_Madrid",https://wikidata.org/entity/Q62107216,PEATONAL
Calle_del_Fresno,,PEATONAL
Calle_de_Gandhi,,PEATONAL
Calle_de_Gandhi,,CICLOCALLES
Calle_de_Luis_del_Campo,,CICLOCALLES
Calle_de_Luis_Ruiz,,CICLOCALLES
Calle_del_RÝo_Nervi¾n,,CICLOCALLES
Calle_de_Gandhi,,CICLOCALLES
Calle_de_Esteban_Collantes,,CICLOCALLES
Calle_de_Esteban_Collantes,,PEATONAL
Calle_de_los_Hermanos_GarcÝa_Noblejas,,PEATONAL
Calle_de_Yecla,,CICLOCALLES
Calle_de_Zabalza,,CICLOCALLES
Calle_de_Valdecanillas,,CICLOCALLES
Calle_de_Emilio_Mu±oz,,CICLOCALLES
Calle_de_Arcos_de_Jal¾n,,CICLOCALLES
Calle_de_Arcos_de_Jal¾n,,CICLOCALLES
Calle_de_Amposta,,CICLOCALLES
Calle_de_Amposta,,CICLOCALLES
Calle_de_la_Rep·blica_Eslovaca,,CICLOCALLES
Calle_de_los_Aparejadores,,CICLOCALLES
Calle_de_Julio_Chellini,,CICLOCALLES
"Avenida_de_Arcentales,_Madrid",https://wikidata.org/entity/Q56155322,PEATONAL
Avenida_de_Canillejas_a_Vicßlvaro,,PEATONAL
Calle_de_la_MamposterÝa,,CICLOCALLES
Avenida_de_Canillejas_a_Vicßlvaro,,CICLOCALLES
"Avenida_de_Guadalajara,_Madrid",https://wikidata.org/entity/Q52063521,CICLOCALLES
"Avenida_de_Niza,_Madrid",https://wikidata.org/entity/Q28972102,CICLOCALLES
Calle_de_Moreruela,,CICLOCALLES
Avenida_de_los_Madro±os,,CICLOCALLES
Avenida_del_Papa_Negro,,CICLOCALLES
Avenida_de_Corendelet,,CICLOCALLES
Avenida_de_Corendelet,,CICLOCALLES
Avenida_de_los_Madro±os,,CICLOCALLES
Avenida_del_Papa_Negro,,CICLOCALLES
Calle_de_RamÝrez_de_Arellano,,CICLOCALLES
Calle_de_Torrecilla_del_Puerto,,CICLOCALLES
Avenida_de_la_Gran_VÝa_de_Hortaleza,,PEATONAL
calle_de_Arturo_Soria,https://wikidata.org/entity/Q8255504,CICLOCALLES
